first-contentful-paint,first-meaningful-paint,speed-index,total-blocking-time,estimated-input-latency,time-to-first-byte,first-cpu-idle,time-to-interactive,network-rtt,network-requests,dom-size,total-transfer-size,average-transfer-size,median-transfer-size,90th-percentile-transfer-size,95th-percentile-transfer-size,99th-percentile-transfer-size,average-transfer-time,median-transfer-time,90th-percentile-transfer-time,95th-percentile-transfer-time,99th-percentile-transfer-time,number-api-calls,lowest-time-to-widget,median-time-to-widget
133.39478302001953,918.0787366455078,12133.20761975223,13040,2316,10.540000000000001,16302.082111358643,17038.582111358643,0.06670000000000001,116,515,266,2.293103448275862,0,0,0,0,262.64292241450187,194.64600000107288,549.9739999964479,752.0180000044667,895.1619999981941,116,3946.765,5065.3485
112.08211135864258,952.7332366455078,13347.68380591628,14389,2544,16.756999999999998,17382.082111358643,18054.082111358643,0.0536,115,515,347,3.017391304347826,0,0,0,0,260.27945217304114,158.981000001505,558.8739999967935,777.1589999953201,924.5000000010402,115,3666.759,5042.9529999999995
145.08211135864258,1063.5821113586426,10779.078071584088,12556.5,2166.4,7.723999999999999,15689.082111358643,16445.582111358643,0.5706,116,515,373,3.2155172413793105,0,0,0,39,273.43598275867646,196.00600000078975,546.8930000098776,798.280000005926,913.0080000002896,116,3647.691,4864.567
186.08211135864258,1037.2418366455076,12997.602950077937,14048,2518.4,14.945,17408.082111358643,18042.082111358643,0.1238,115,515,266,2.3130434782608695,0,0,0,0,274.2467913045252,160.82600001051742,590.8589999875165,807.6379999968466,929.1149999845298,115,3745.592,4988.878500000001
156.08211135864258,1030.2782366455078,11448.525269263286,13002.5,2488,7.032,16331.082111358643,17117.582111358643,0.0516,116,515,268,2.310344827586207,0,0,0,0,290.9792499993397,155.35049999415457,611.0230000018813,837.2600000022612,948.091000004352,116,3995.579,5115.906499999999
83.89478302001953,1233.5100383758545,11433.922382818353,12713,2481.6000000000004,9.222000000000001,15866.082111358643,16569.582111358643,0.0924,116,515,267,2.3017241379310347,0,0,0,0,213.88686206825236,146.9214999932982,479.233999993938,504.2830000065472,884.5809999877382,116,3687.585,4937.29
158.08211135864258,919.1628366455078,14034.493578734922,13773.5,2512.7999999999997,10.941,17065.082111358643,17911.582111358643,0.0535,116,515,347,2.9913793103448274,0,0,0,0,267.89900000042826,174.4405000070692,567.4019999965392,864.0659999889377,1027.3530000006147,116,3816.738,5182.6435
139.39478302001953,1054.5821113586426,11764.92913569833,13154.187328338623,2384.8,8.57,16266.082111358643,16971.582111358643,0.617,116,515,266,2.293103448275862,0,0,0,0,250.83185344845208,220.76800000042886,465.3990000062976,511.71100000189244,939.8970000027949,116,4108.155,5292.004
150.08211135864258,1008.5821113586426,11924.383071388718,12992,2495.2000000000003,8.993,16276.082111358643,16983.582111358643,0.15140000000000003,116,515,335,2.8879310344827585,0,0,0,0,233.1522931043564,160.46050000417512,491.9189999907305,551.3480000035493,900.6059999944139,116,3759.592,5063.292
134.08211135864258,962.1476366455078,12669.38120335637,13551.5,2455.2000000000007,4.936999999999999,16690.082111358643,17298.082111358643,0.10860000000000002,120,515,266,2.216666666666667,0,0,0,0,237.41650000084272,215.37750000104123,457.21199999374153,489.4009999983301,865.9179999989252,120,3733.112,5118.652
162.08211135864258,1114.0821113586426,11675.359419495264,13232.5,2448,15.216000000000001,16325.082111358643,16972.082111358643,0.18359999999999999,116,515,267,2.3017241379310347,0,0,0,0,262.7164396544943,196.3280000085556,543.5480000063349,688.2640000036657,972.5049999945192,116,3987.812,5168.306500000001
135.89478302001953,1005.5821113586426,11916.646645420931,13379.187328338623,2485.6000000000004,11.07,16622.082111358643,17189.582111358643,0.2875,116,515,346,2.9827586206896552,0,0,0,0,248.07271551676445,196.75849999047398,528.9289999953107,552.5809999900972,957.5670000015945,116,4013.857,5274.5445
134.39478302001953,1005.5821113586426,11400.36798823304,13025,2560,8.070999999999998,16226.082111358643,16858.082111358643,0.8999999999999999,116,515,267,2.3017241379310347,0,0,0,0,273.55525862099574,157.4895000043316,605.7509999882495,667.6350000119339,926.7629999990379,116,4006.856,5099.575500000001
175.08211135864258,175.08211135864258,9098.482065360047,13458.5,2596.0000000000005,7.061000000000001,16443.082111358643,16983.582111358643,0.1502,115,515,335,2.9130434782608696,0,0,0,0,221.0323478255352,189.32499999446236,427.1939999851985,564.8459999981783,813.4750000070678,115,3532.394,4666.34
382.0821113586426,2032.0821113586426,18815.38249266846,14088,2507.2000000000007,12.084999999999999,17552.082111358643,18422.582111358643,0.46609999999999996,116,515,268,2.310344827586207,0,0,0,0,190.58251724145285,146.89700000042933,349.22999998563995,446.3200000010384,776.3159999853838,116,3596.701,4812.117
150.08211135864258,972.6842366455078,12681.633048548636,13270,2447.2000000000003,16.230999999999998,16430.082111358643,17295.082111358643,0.14539999999999997,115,515,346,3.008695652173913,0,0,0,0,224.10169565230976,148.6740000131335,456.65000000988414,467.6030000041304,913.5609999930105,115,3674.451,4968.314
162.08211135864258,1014.2149866455078,12522.804423314486,13596,2443.2000000000007,16.793,16753.082111358643,17301.082111358643,0.076,116,515,266,2.293103448275862,0,0,0,0,238.93639655137466,173.42349999648752,516.5270000015078,523.3210000061309,841.6989999907753,116,3753.423,5109.2315
174.08211135864258,940.5689866455078,12193.92816511753,13701.5,2507.2,10.132000000000001,16991.082111358643,17711.582111358643,0.3322,116,515,306,2.6379310344827585,0,0,0,39,207.83185344755069,173.6949999882523,420.92999999062346,446.3709999985164,871.0899999977862,116,3734.15,5018.387
